Vernier Format 2
3.txt 5/5/2018 10:33:33
Měření 1
Čas	Čidlo O2	
Č	Č	
min	%	

152.3	19.85	
152.4	19.87	
152.5	19.86	
152.6	19.86	
152.7	19.87	
152.8	19.86	
152.9	19.86	
153.0	19.86	
153.1	19.86	
153.2	19.86	
153.3	19.86	
153.4	19.85	
153.5	19.86	
153.6	19.85	
153.7	19.86	
153.8	19.86	
153.9	19.85	
154.0	19.86	
154.1	19.85	
154.2	19.85	
154.3	19.87	
154.4	19.85	
154.5	19.86	
154.6	19.84	
154.7	19.85	
154.8	19.86	
154.9	19.84	
155.0	19.85	
155.1	19.84	
155.2	19.85	
155.3	19.85	
155.4	19.84	
155.5	19.85	
155.6	19.85	
155.7	19.85	
155.8	19.85	
155.9	19.84	
156.0	19.84	
156.1	19.84	
156.2	19.84	
156.3	19.84	
156.4	19.86	
156.5	19.85	
156.6	19.85	
156.7	19.84	
156.8	19.84	
156.9	19.84	
157.0	19.84	
157.1	19.85	
157.2	19.84	
157.3	19.83	
157.4	19.84	
157.5	19.84	
157.6	19.84	
157.7	19.84	
157.8	19.83	
157.9	19.84	
158.0	19.84	
158.1	19.83	
158.2	19.83	
158.3	19.84	
158.4	19.83	
158.5	19.83	
158.6	19.83	
158.7	19.83	
158.8	19.84	
158.9	19.83	
159.0	19.83	
159.1	19.83	
159.2	19.83	
159.3	19.83	
159.4	19.83	
159.5	19.83	
159.6	19.83	
159.7	19.83	
159.8	19.83	
159.9	19.83	
160.0	19.83	
160.1	19.83	
160.2	19.83	
160.3	19.83	
160.4	19.83	
160.5	19.83	
160.6	19.83	
160.7	19.83	
160.8	19.84	
160.9	19.84	
161.0	19.83	
161.1	19.84	
161.2	19.83	
161.3	19.83	
161.4	19.83	
161.5	19.83	
161.6	19.83	
161.7	19.83	
161.8	19.83	
161.9	19.84	
162.0	19.83	
162.1	19.83	
162.2	19.84	
162.3	19.83	
162.4	19.83	
162.5	19.84	
162.6	19.83	
162.7	19.85	
162.8	19.83	
162.9	19.83	
163.0	19.83	
163.1	19.83	
163.2	19.83	
163.3	19.83	
163.4	19.83	
163.5	19.84	
163.6	19.84	
163.7	19.83	
163.8	19.83	
163.9	19.84	
164.0	19.83	
164.1	19.83	
164.2	19.84	
164.3	19.83	
164.4	19.84	
164.5	19.84	
164.6	19.84	
164.7	19.83	
164.8	19.84	
164.9	19.84	
165.0	19.83	
165.1	19.84	
165.2	19.84	
165.3	19.84	
165.4	19.84	
165.5	19.84	
165.6	19.84	
165.7	19.83	
165.8	19.84	
165.9	19.83	
166.0	19.84	
166.1	19.83	
166.2	19.84	
166.3	19.83	
166.4	19.84	
166.5	19.85	
166.6	19.84	
166.7	19.83	
166.8	19.84	
166.9	19.84	
167.0	19.83	
167.1	19.84	
167.2	19.83	
167.3	19.84	
167.4	19.83	
167.5	19.84	
167.6	19.83	
167.7	19.84	
167.8	19.84	
167.9	19.83	
168.0	19.83	
168.1	19.84	
168.2	19.84	
168.3	19.83	
168.4	19.83	
168.5	19.83	
168.6	19.83	
168.7	19.83	
168.8	19.83	
168.9	19.83	
169.0	19.84	
169.1	19.84	
169.2	19.84	
169.3	19.83	
169.4	19.83	
169.5	19.83	
169.6	19.83	
169.7	19.84	
169.8	19.83	
169.9	19.84	
170.0	19.84	
170.1	19.84	
170.2	19.83	
170.3	19.83	
170.4	19.83	
170.5	19.83	
170.6	19.83	
170.7	19.83	
170.8	19.84	
170.9	19.84	
171.0	19.83	
171.1	19.83	
171.2	19.83	
171.3	19.84	
171.4	19.83	
171.5	19.83	
171.6	19.84	
171.7	19.84	
171.8	19.84	
171.9	19.84	
172.0	19.84	
172.1	19.83	
172.2	19.85	
172.3	19.83	
172.4	19.84	
172.5	19.83	
172.6	19.83	
172.7	19.84	
172.8	19.84	
172.9	19.84	
173.0	19.84	
173.1	19.84	
173.2	19.84	
173.3	19.83	
173.4	19.83	
173.5	19.83	
173.6	19.83	
173.7	19.84	
173.8	19.83	
173.9	19.83	
174.0	19.83	
174.1	19.83	
174.2	19.84	
174.3	19.84	
174.4	19.83	
174.5	19.83	
174.6	19.83	
174.7	19.83	
174.8	19.83	
174.9	19.83	
175.0	19.83	
175.1	19.83	
175.2	19.83	
175.3	19.83	
175.4	19.83	
175.5	19.83	
175.6	19.83	
175.7	19.83	
175.8	19.83	
175.9	19.83	
176.0	19.83	
176.1	19.83	
176.2	19.83	
176.3	19.83	
176.4	19.83	
176.5	19.83	
176.6	19.83	
176.7	19.83	
176.8	19.83	
176.9	19.83	
177.0	19.83	
177.1	19.83	
177.2	19.83	
177.3	19.83	
177.4	19.83	
177.5	19.83	
177.6	19.83	
177.7	19.83	
177.8	19.83	
177.9	19.83	
178.0	19.83	
178.1	19.83	
178.2	19.83	
178.3	19.83	
178.4	19.83	
178.5	19.83	
178.6	19.83	
178.7	19.83	
178.8	19.83	
178.9	19.83	
179.0	19.83	
179.1	19.82	
179.2	19.83	
179.3	19.83	
179.4	19.82	
179.5	19.83	
179.6	19.83	
179.7	19.83	
179.8	19.83	
179.9	19.82	
180.0	19.83	
