Vernier Format 2
1.txt 5/5/2018 10:31:59
Měření 1
Čas	Čidlo O2	
Č	Č	
min	%
0.0 19.89
165.9	19.78
166.02	19.78
166.08	19.78
166.2	19.78
166.32	19.78
166.38	19.78
166.5	19.78
166.62	19.78
166.68	19.78
166.8	19.78
166.92	19.78
166.98	19.78
167.1	19.78
167.22	19.78
167.28	19.78
167.4	19.78
167.52	19.78
167.58	19.78
167.7	19.78
167.82	19.78
167.88	19.78
168.0	19.78
168.12	19.78
168.18	19.78
168.3	19.78
168.42	19.78
168.48	19.78
168.6	19.78
168.72	19.78
168.78	19.78
168.9	19.78
169.02	19.78
169.08	19.78
169.2	19.78
169.32	19.78
169.38	19.78
169.5	19.78
169.62	19.78
169.68	19.78
169.8	19.78
169.92	19.78
169.98	19.78
170.1	19.78
170.22	19.78
170.28	19.78
170.4	19.78
170.52	19.78
170.58	19.78
170.7	19.78
170.82	19.78
170.88	19.78
171.0	19.78
171.12	19.78
171.18	19.78
171.3	19.78
171.42	19.78
171.48	19.78
171.6	19.78
171.72	19.78
171.78	19.77
171.9	19.76
172.02	19.76
172.08	19.77
172.2	19.78
172.32	19.76
172.38	19.76
172.5	19.76
172.62	19.75
172.68	19.76
172.8	19.76
172.92	19.76
172.98	19.76
173.1	19.76
173.22	19.76
173.28	19.76
173.4	19.76
173.52	19.76
173.58	19.75
173.7	19.76
173.82	19.76
173.88	19.76
174.0	19.76
174.12	19.76
174.18	19.75
174.3	19.76
174.42	19.76
174.48	19.76
174.6	19.76
174.72	19.75
174.78	19.75
174.9	19.75
175.02	19.75
175.08	19.76
175.2	19.75
175.32	19.75
175.38	19.75
175.5	19.75
175.62	19.75
175.68	19.75
175.8	19.75
175.92	19.75
175.98	19.75
176.1	19.75
176.22	19.75
176.28	19.74
176.4	19.75
176.52	19.75
176.58	19.75
176.7	19.75
176.82	19.75
176.88	19.75
177.0	19.74
177.12	19.75
177.18	19.75
177.3	19.74
177.42	19.75
177.48	19.73
177.6	19.75
177.72	19.74
177.78	19.75
177.9	19.74
178.02	19.75
178.08	19.73
178.2	19.74
178.32	19.74
178.38	19.74
178.5	19.74
178.62	19.74
178.68	19.74
178.8	19.74
178.92	19.75
178.98	19.74
179.1	19.73
179.22	19.73
179.28	19.74
179.4	19.74
179.52	19.74
179.58	19.73
179.7	19.75
179.82	19.75
179.88	19.75
180.0	19.74
