Vernier Format 2
2.txt 5/5/2018 10:32:19
Měření 1
Čas	Čidlo O2	
Č	Č	
min	%
14.28	19.96
14.4	19.96
14.52	19.96
14.58	19.96
14.7	19.96
14.82	19.96
14.88	19.96
15.0	19.96
15.12	19.96
15.18	19.96
15.3	19.96
15.42	19.96
15.48	19.96
15.6	19.97
15.72	19.96
15.78	19.96
15.9	19.96
16.02	19.96
16.08	19.96
16.2	19.96
16.32	19.96
16.38	19.96
16.5	19.96
16.62	19.96
16.68	19.96
16.8	19.96
16.92	19.96
16.98	19.96
17.1	19.95
17.22	19.95
17.28	19.96
17.4	19.96
17.52	19.96
17.58	19.96
17.7	19.96
17.82	19.96
17.88	19.96
18.0	19.96
18.12	19.95
18.18	19.95
18.3	19.96
18.42	19.96
18.48	19.95
18.6	19.96
18.72	19.95
18.78	19.96
18.9	19.96
19.02	19.96
19.08	19.95
19.2	19.96
19.32	19.96
19.38	19.96
19.5	19.95
19.62	19.96
19.68	19.96
19.8	19.96
19.92	19.96
19.98	19.96
20.1	19.96
20.22	19.96
20.28	19.96
20.4	19.96
20.52	19.96
20.58	19.95
20.7	19.96
20.82	19.96
20.88	19.96
21.0	19.96
21.12	19.96
21.18	19.96
21.3	19.96
21.42	19.96
21.48	19.96
21.6	19.96
21.72	19.98
21.78	19.96
21.9	19.98
22.02	19.98
22.08	19.97
22.2	19.96
22.32	19.98
22.38	19.96
22.5	19.98
22.62	19.98
22.68	19.98
22.8	19.98
22.92	19.98
22.98	19.98
23.1	19.98
23.22	19.98
23.28	19.98
23.4	19.98
23.52	19.98
23.58	19.98
23.7	19.98
23.82	19.98
23.88	19.98
24.0	19.98
24.12	19.98
24.18	19.98
24.3	19.98
24.42	19.98
24.48	19.98
24.6	19.98
24.72	19.98
24.78	19.98
24.9	19.98
25.02	19.98
25.08	19.98
25.2	19.98
25.32	19.98
25.38	19.98
25.5	19.98
25.62	19.97
25.68	19.98
25.8	19.98
25.92	19.98
25.98	19.98
26.1	19.98
26.22	19.97
26.28	19.98
26.4	19.98
26.52	19.97
26.58	19.96
26.7	19.96
26.82	19.96
26.88	19.96
27.0	19.96
27.12	19.97
27.18	19.96
27.3	19.97
27.42	19.96
27.48	19.96
27.6	19.96
27.72	19.96
27.78	19.97
27.9	19.97
28.02	19.96
28.08	19.96
28.2	19.96
28.32	19.96
28.38	19.96
28.5	19.96
28.62	19.96
28.68	19.96
28.8	19.96
28.92	19.96
28.98	19.96
29.1	19.96
29.22	19.96
29.28	19.96
29.4	19.96
29.52	19.95
29.58	19.96
29.7	19.96
29.82	19.95
29.88	19.96
30.0	19.95
30.12	19.96
30.18	19.96
30.3	19.96
30.42	19.96
30.48	19.96
30.6	19.95
30.72	19.96
30.78	19.95
30.9	19.96
31.02	19.96
31.08	19.96
31.2	19.96
31.32	19.96
31.38	19.96
31.5	19.96
31.62	19.95
31.68	19.95
31.8	19.96
31.92	19.96
31.98	19.96
32.1	19.96
32.22	19.96
32.28	19.95
32.4	19.96
32.52	19.95
32.58	19.96
32.7	19.95
32.82	19.95
32.88	19.96
33.0	19.96
33.12	19.95
33.18	19.95
33.3	19.96
33.42	19.96
33.48	19.96
33.6	19.96
33.72	19.96
33.78	19.96
33.9	19.96
34.02	19.96
34.08	19.95
34.2	19.95
34.32	19.96
34.38	19.96
34.5	19.96
34.62	19.96
34.68	19.95
34.8	19.95
34.92	19.96
34.98	19.96
35.1	19.95
35.22	19.95
35.28	19.95
35.4	19.95
35.52	19.95
35.58	19.95
35.7	19.95
35.82	19.96
35.88	19.94
36.0	19.95
36.12	19.94
36.18	19.95
36.3	19.95
36.42	19.94
36.48	19.95
36.6	19.94
36.72	19.94
36.78	19.95
36.9	19.94
37.02	19.94
37.08	19.94
37.2	19.94
37.32	19.95
37.38	19.95
37.5	19.94
37.62	19.94
37.68	19.94
37.8	19.94
37.92	19.94
37.98	19.94
38.1	19.94
38.22	19.94
38.28	19.94
38.4	19.94
38.52	19.94
38.58	19.94
38.7	19.94
38.82	19.94
38.88	19.94
39.0	19.94
39.12	19.94
39.18	19.94
39.3	19.94
39.42	19.94
39.48	19.93
39.6	19.94
39.72	19.94
39.78	19.94
39.9	19.94
40.02	19.94
40.08	19.94
40.2	19.94
40.32	19.94
40.38	19.94
40.5	19.94
40.62	19.94
40.68	19.95
40.8	19.95
40.92	19.95
40.98	19.95
41.1	19.95
41.22	19.94
41.28	19.95
41.4	19.95
41.52	19.95
41.58	19.95
41.7	19.95
41.82	19.95
41.88	19.95
42.0	19.95
42.12	19.95
42.18	19.96
42.3	19.96
42.42	19.95
42.48	19.95
42.6	19.96
42.72	19.96
42.78	19.96
42.9	19.96
43.02	19.96
43.08	19.96
43.2	19.96
43.32	19.96
43.38	19.96
43.5	19.96
43.62	19.96
43.68	19.96
43.8	19.96
43.92	19.96
43.98	19.96
44.1	19.96
44.22	19.96
44.28	19.96
44.4	19.96
44.52	19.96
44.58	19.96
44.7	19.96
44.82	19.96
44.88	19.96
45.0	19.97
45.12	19.96
45.18	19.96
45.3	19.96
45.42	19.96
45.48	19.96
45.6	19.96
45.72	19.96
45.78	19.96
45.9	19.96
46.02	19.96
46.08	19.95
46.2	19.95
46.32	19.96
46.38	19.96
46.5	19.96
46.62	19.96
46.68	19.96
46.8	19.96
46.92	19.96
46.98	19.96
47.1	19.96
47.22	19.96
47.28	19.95
47.4	19.96
47.52	19.96
47.58	19.95
47.7	19.95
47.82	19.96
47.88	19.96
48.0	19.96
48.12	19.96
48.18	19.96
48.3	19.96
48.42	19.96
48.48	19.96
48.6	19.95
48.72	19.95
48.78	19.96
48.9	19.96
49.02	19.96
49.08	19.96
49.2	19.95
49.32	19.96
49.38	19.96
49.5	19.96
49.62	19.96
49.68	19.96
49.8	19.96
49.92	19.96
49.98	19.96
50.1	19.96
50.22	19.96
50.28	19.95
50.4	19.96
50.52	19.96
50.58	19.96
50.7	19.96
50.82	19.96
50.88	19.96
51.0	19.96
51.12	19.96
51.18	19.96
51.3	19.96
51.42	19.97
51.48	19.96
51.6	19.96
51.72	19.96
51.78	19.96
51.9	19.96
52.02	19.96
52.08	19.96
52.2	19.96
52.32	19.97
52.38	19.97
52.5	19.96
52.62	19.97
52.68	19.96
52.8	19.96
52.92	19.97
52.98	19.98
53.1	19.97
53.22	19.97
53.28	19.97
53.4	19.97
53.52	19.98
53.58	19.97
53.7	19.98
53.82	19.97
53.88	19.97
54.0	19.98
54.12	19.98
54.18	19.98
54.3	19.98
54.42	19.98
54.48	19.98
54.6	19.98
54.72	19.98
54.78	19.98
54.9	19.98
55.02	19.98
55.08	19.98
55.2	19.98
55.32	19.97
55.38	19.98
55.5	19.98
55.62	19.98
55.68	19.98
55.8	19.99
55.92	19.98
55.98	19.98
56.1	19.98
56.22	19.98
56.28	19.98
56.4	19.98
56.52	19.97
56.58	19.98
56.7	19.98
56.82	19.98
56.88	19.98
57.0	19.98
57.12	19.98
57.18	19.98
57.3	19.98
57.42	19.98
57.48	19.98
57.6	19.98
57.72	19.98
57.78	19.98
57.9	19.98
58.02	19.98
58.08	19.98
58.2	19.98
58.32	19.98
58.38	19.98
58.5	19.98
58.62	19.98
58.68	19.98
58.8	19.98
58.92	19.97
58.98	19.98
59.1	19.98
59.22	19.98
59.28	19.96
59.4	19.97
59.52	19.98
59.58	19.98
59.7	19.98
59.82	19.98
59.88	19.98
60.0	19.98
60.12	19.98
60.18	19.97
60.3	19.98
60.42	19.97
60.48	19.97
60.6	19.98
60.72	19.98
60.78	19.96
60.9	19.97
61.02	19.97
61.08	19.97
61.2	19.97
61.32	19.96
61.38	19.96
61.5	19.97
61.62	19.97
61.68	19.96
61.8	19.98
61.92	19.97
61.98	19.97
62.1	19.97
62.22	19.96
62.28	19.98
62.4	19.97
62.52	19.96
62.58	19.96
62.7	19.96
62.82	19.97
62.88	19.96
63.0	19.96
63.12	19.96
63.18	19.96
63.3	19.96
63.42	19.96
63.48	19.97
63.6	19.96
63.72	19.96
63.78	19.97
63.9	19.98
64.02	19.96
64.08	19.97
64.2	19.97
64.32	19.98
64.38	19.98
64.5	19.98
64.62	19.98
64.68	19.98
64.8	19.97
64.92	19.97
64.98	19.96
65.1	19.98
65.22	19.97
65.28	19.97
65.4	19.98
65.52	19.98
65.58	19.98
65.7	19.97
65.82	19.98
65.88	19.97
66.0	19.98
66.12	19.98
66.18	19.98
66.3	19.98
66.42	19.98
66.48	19.98
66.6	19.98
66.72	19.98
66.78	19.98
66.9	19.98
67.02	19.98
67.08	19.98
67.2	19.98
67.32	19.98
67.38	19.98
67.5	19.98
67.62	19.98
67.68	19.97
67.8	19.98
67.92	19.98
67.98	19.98
68.1	19.98
68.22	19.98
68.28	19.98
68.4	19.97
68.52	19.98
68.58	19.98
68.7	19.98
68.82	19.98
68.88	19.98
69.0	19.98
69.12	19.98
69.18	19.98
69.3	19.98
69.42	19.98
69.48	19.98
69.6	19.97
69.72	19.98
69.78	19.97
69.9	19.98
70.02	19.98
70.08	19.98
70.2	19.97
70.32	19.98
70.38	19.98
70.5	19.98
70.62	19.98
70.68	19.98
70.8	19.98
70.92	19.98
70.98	19.98
71.1	19.98
71.22	19.98
71.28	19.97
71.4	19.98
71.52	19.97
71.58	19.97
71.7	19.97
71.82	19.98
71.88	19.98
72.0	19.98
72.12	19.98
72.18	19.98
72.3	19.98
72.42	19.98
72.48	19.98
72.6	19.98
72.72	19.98
72.78	19.98
72.9	19.97
73.02	19.97
73.08	19.98
73.2	19.97
73.32	19.98
73.38	19.97
73.5	19.96
73.62	19.96
73.68	19.97
73.8	19.97
73.92	19.96
73.98	19.96
74.1	19.96
74.22	19.96
74.28	19.97
74.4	19.96
74.52	19.96
74.58	19.96
74.7	19.96
74.82	19.96
74.88	19.96
75.0	19.96
75.12	19.96
75.18	19.96
75.3	19.96
75.42	19.97
75.48	19.96
75.6	19.96
75.72	19.96
75.78	19.96
75.9	19.96
76.02	19.96
76.08	19.95
76.2	19.96
76.32	19.96
76.38	19.96
76.5	19.97
76.62	19.96
76.68	19.96
76.8	19.96
76.92	19.96
76.98	19.96
77.1	19.96
77.22	19.95
77.28	19.96
77.4	19.95
77.52	19.95
77.58	19.95
77.7	19.95
77.82	19.95
77.88	19.96
78.0	19.95
78.12	19.96
78.18	19.95
78.3	19.96
78.42	19.96
78.48	19.95
78.6	19.96
78.72	19.96
78.78	19.96
78.9	19.96
79.02	19.96
79.08	19.96
79.2	19.95
79.32	19.96
79.38	19.96
79.5	19.96
79.62	19.96
79.68	19.95
79.8	19.96
79.92	19.96
79.98	19.96
80.1	19.96
80.22	19.95
80.28	19.96
80.4	19.95
80.52	19.96
80.58	19.96
80.7	19.95
80.82	19.96
80.88	19.96
81.0	19.96
81.12	19.95
81.18	19.96
81.3	19.95
81.42	19.95
81.48	19.96
81.6	19.95
81.72	19.96
81.78	19.95
81.9	19.95
82.02	19.95
82.08	19.96
82.2	19.96
82.32	19.96
82.38	19.96
82.5	19.96
82.62	19.97
82.68	19.96
82.8	19.96
82.92	19.96
82.98	19.96
83.1	19.96
83.22	19.97
83.28	19.96
83.4	19.96
83.52	19.96
83.58	19.96
83.7	19.96
83.82	19.96
83.88	19.96
84.0	19.96
84.12	19.96
84.18	19.96
84.3	19.96
84.42	19.96
84.48	19.96
84.6	19.96
84.72	19.96
84.78	19.96
84.9	19.96
85.02	19.96
85.08	19.96
85.2	19.96
85.32	19.96
85.38	19.96
85.5	19.96
85.62	19.98
85.68	19.96
85.8	19.96
85.92	19.96
85.98	19.96
86.1	19.96
86.22	19.96
86.28	19.96
86.4	19.95
86.52	19.95
86.58	19.96
86.7	19.96
86.82	19.96
86.88	19.96
87.0	19.96
87.12	19.96
87.18	19.95
87.3	19.95
87.42	19.95
87.48	19.95
87.6	19.95
87.72	19.96
87.78	19.95
87.9	19.95
88.02	19.95
88.08	19.95
88.2	19.95
88.32	19.95
88.38	19.94
88.5	19.95
88.62	19.95
88.68	19.94
88.8	19.95
88.92	19.94
88.98	19.94
89.1	19.95
89.22	19.95
89.28	19.94
89.4	19.94
89.52	19.94
89.58	19.95
89.7	19.95
89.82	19.95
89.88	19.94
90.0	19.94
90.12	19.95
90.18	19.95
90.3	19.94
90.42	19.94
90.48	19.94
90.6	19.94
90.72	19.94
90.78	19.94
90.9	19.93
91.02	19.94
91.08	19.93
91.2	19.94
91.32	19.94
91.38	19.94
91.5	19.94
91.62	19.94
91.68	19.94
91.8	19.93
91.92	19.93
91.98	19.94
92.1	19.94
92.22	19.94
92.28	19.94
92.4	19.94
92.52	19.93
92.58	19.93
92.7	19.94
92.82	19.94
92.88	19.93
93.0	19.94
93.12	19.94
93.18	19.94
93.3	19.94
93.42	19.94
93.48	19.94
93.6	19.94
93.72	19.94
93.78	19.94
93.9	19.94
94.02	19.94
94.08	19.94
94.2	19.94
94.32	19.94
94.38	19.94
94.5	19.95
94.62	19.95
94.68	19.94
94.8	19.94
94.92	19.95
94.98	19.94
95.1	19.94
95.22	19.94
95.28	19.94
95.4	19.94
95.52	19.94
95.58	19.94
95.7	19.94
95.82	19.94
95.88	19.94
96.0	19.94
96.12	19.94
96.18	19.94
96.3	19.94
96.42	19.94
96.48	19.94
96.6	19.94
96.72	19.94
96.78	19.94
96.9	19.94
97.02	19.94
97.08	19.94
97.2	19.94
97.32	19.94
97.38	19.94
97.5	19.94
97.62	19.94
97.68	19.94
97.8	19.93
97.92	19.93
97.98	19.93
98.1	19.93
98.22	19.94
98.28	19.93
98.4	19.94
98.52	19.93
98.58	19.93
98.7	19.93
98.82	19.94
98.88	19.93
99.0	19.93
99.12	19.93
99.18	19.93
99.3	19.93
99.42	19.93
99.48	19.93
99.6	19.93
99.72	19.93
99.78	19.92
99.9	19.92
100.02	19.93
100.08	19.92
100.2	19.92
100.32	19.93
100.38	19.92
100.5	19.93
100.62	19.92
100.68	19.92
100.8	19.92
100.92	19.93
100.98	19.92
101.1	19.92
101.22	19.92
101.28	19.92
101.4	19.91
101.52	19.92
101.58	19.92
101.7	19.92
101.82	19.92
101.88	19.92
102.0	19.93
102.12	19.92
102.18	19.92
102.3	19.92
102.42	19.92
102.48	19.92
102.6	19.92
102.72	19.93
102.78	19.91
102.9	19.92
103.02	19.92
103.08	19.92
103.2	19.92
103.32	19.92
103.38	19.92
103.5	19.92
103.62	19.92
103.68	19.92
103.8	19.91
103.92	19.92
103.98	19.91
104.1	19.91
104.22	19.91
104.28	19.91
104.4	19.92
104.52	19.92
104.58	19.91
104.7	19.91
104.82	19.91
104.88	19.91
105.0	19.91
105.12	19.91
105.18	19.91
105.3	19.91
105.42	19.90
105.48	19.91
105.6	19.91
105.72	19.90
105.78	19.90
105.9	19.90
106.02	19.90
106.08	19.91
106.2	19.90
106.32	19.90
106.38	19.90
106.5	19.90
106.62	19.90
106.68	19.90
106.8	19.90
106.92	19.90
106.98	19.90
107.1	19.90
107.22	19.90
107.28	19.90
107.4	19.90
107.52	19.90
107.58	19.90
107.7	19.90
107.82	19.90
107.88	19.90
108.0	19.90
108.12	19.90
108.18	19.90
108.3	19.89
108.42	19.90
108.48	19.90
108.6	19.90
108.72	19.89
108.78	19.90
108.9	19.89
109.02	19.89
109.08	19.89
109.2	19.90
109.32	19.90
109.38	19.89
109.5	19.89
109.62	19.89
109.68	19.89
109.8	19.89
109.92	19.90
109.98	19.89
110.1	19.90
110.22	19.89
110.28	19.89
110.4	19.89
110.52	19.89
110.58	19.90
110.7	19.89
110.82	19.89
110.88	19.89
111.0	19.89
111.12	19.89
111.18	19.89
111.3	19.89
111.42	19.90
111.48	19.90
111.6	19.89
111.72	19.89
111.78	19.89
111.9	19.89
112.02	19.89
112.08	19.89
112.2	19.89
112.32	19.89
112.38	19.89
112.5	19.89
112.62	19.89
112.68	19.89
112.8	19.89
112.92	19.89
112.98	19.88
113.1	19.88
113.22	19.88
113.28	19.88
113.4	19.88
113.52	19.88
113.58	19.89
113.7	19.89
113.82	19.89
113.88	19.89
114.0	19.88
114.12	19.88
114.18	19.87
114.3	19.88
114.42	19.87
114.48	19.88
114.6	19.88
114.72	19.89
114.78	19.87
114.9	19.87
115.02	19.87
115.08	19.88
115.2	19.88
115.32	19.88
115.38	19.87
115.5	19.88
115.62	19.87
115.68	19.87
115.8	19.88
115.92	19.87
115.98	19.87
116.1	19.87
116.22	19.87
116.28	19.86
116.4	19.87
116.52	19.87
116.58	19.87
116.7	19.86
116.82	19.87
116.88	19.87
117.0	19.88
117.12	19.87
117.18	19.87
117.3	19.87
117.42	19.87
117.48	19.87
117.6	19.86
117.72	19.86
117.78	19.86
117.9	19.86
118.02	19.86
118.08	19.86
118.2	19.86
118.32	19.86
118.38	19.86
118.5	19.86
118.62	19.86
118.68	19.86
118.8	19.86
118.92	19.86
118.98	19.86
119.1	19.86
119.22	19.86
119.28	19.86
119.4	19.86
119.52	19.86
119.58	19.86
119.7	19.86
119.82	19.86
119.88	19.86
120.0	19.86
120.12	19.86
120.18	19.86
120.3	19.86
120.42	19.86
120.48	19.86
120.6	19.86
120.72	19.86
120.78	19.86
120.9	19.86
121.02	19.86
121.08	19.86
121.2	19.86
121.32	19.86
121.38	19.85
121.5	19.86
121.62	19.86
121.68	19.85
121.8	19.85
121.92	19.85
121.98	19.86
122.1	19.86
122.22	19.86
122.28	19.85
122.4	19.85
122.52	19.85
122.58	19.86
122.7	19.85
122.82	19.86
122.88	19.85
123.0	19.85
123.12	19.85
123.18	19.85
123.3	19.85
123.42	19.85
123.48	19.85
123.6	19.85
123.72	19.85
123.78	19.85
123.9	19.85
124.02	19.85
124.08	19.86
124.2	19.86
124.32	19.84
124.38	19.85
124.5	19.85
124.62	19.85
124.68	19.85
124.8	19.85
124.92	19.85
124.98	19.85
125.1	19.86
125.22	19.85
125.28	19.84
125.4	19.85
125.52	19.86
125.58	19.85
125.7	19.85
125.82	19.85
125.88	19.85
126.0	19.86
126.12	19.85
126.18	19.85
126.3	19.85
126.42	19.85
126.48	19.85
126.6	19.86
126.72	19.85
126.78	19.86
126.9	19.86
127.02	19.86
127.08	19.85
127.2	19.85
127.32	19.86
127.38	19.86
127.5	19.86
127.62	19.85
127.68	19.86
127.8	19.85
127.92	19.86
127.98	19.86
128.1	19.85
128.22	19.85
128.28	19.86
128.4	19.85
128.52	19.86
128.58	19.86
128.7	19.86
128.82	19.85
128.88	19.86
129.0	19.86
129.12	19.86
129.18	19.84
129.3	19.85
129.42	19.85
129.48	19.85
129.6	19.84
129.72	19.85
129.78	19.85
129.9	19.85
130.02	19.85
130.08	19.84
130.2	19.85
130.32	19.84
130.38	19.84
130.5	19.85
130.62	19.84
130.68	19.84
130.8	19.84
130.92	19.85
130.98	19.84
131.1	19.85
131.22	19.85
131.28	19.85
131.4	19.84
131.52	19.84
131.58	19.85
131.7	19.85
131.82	19.84
131.88	19.83
132.0	19.83
132.12	19.85
132.18	19.84
132.3	19.85
132.42	19.83
132.48	19.85
132.6	19.85
132.72	19.84
132.78	19.84
132.9	19.84
133.02	19.84
133.08	19.83
133.2	19.84
133.32	19.84
133.38	19.83
133.5	19.84
133.62	19.84
133.68	19.85
133.8	19.84
133.92	19.85
133.98	19.84
134.1	19.84
134.22	19.85
134.28	19.85
134.4	19.85
134.52	19.84
134.58	19.85
134.7	19.83
134.82	19.83
134.88	19.85
135.0	19.83
135.12	19.84
135.18	19.84
135.3	19.83
135.42	19.85
135.48	19.85
135.6	19.84
135.72	19.84
135.78	19.83
135.9	19.83
136.02	19.84
136.08	19.83
136.2	19.83
136.32	19.83
136.38	19.83
136.5	19.83
136.62	19.83
136.68	19.84
136.8	19.83
136.92	19.83
136.98	19.83
137.1	19.83
137.22	19.83
137.28	19.83
137.4	19.83
137.52	19.83
137.58	19.83
137.7	19.83
137.82	19.83
137.88	19.83
138.0	19.83
138.12	19.84
138.18	19.83
138.3	19.83
138.42	19.82
138.48	19.83
138.6	19.83
138.72	19.83
138.78	19.83
138.9	19.83
139.02	19.83
139.08	19.83
139.2	19.83
139.32	19.82
139.38	19.82
139.5	19.83
139.62	19.83
139.68	19.82
139.8	19.82
139.92	19.83
139.98	19.82
140.1	19.82
140.22	19.82
140.28	19.82
140.4	19.82
140.52	19.83
140.58	19.83
140.7	19.82
140.82	19.82
140.88	19.82
141.0	19.82
141.12	19.82
141.18	19.82
141.3	19.82
141.42	19.83
141.48	19.82
141.6	19.82
141.72	19.82
141.78	19.83
141.9	19.82
142.02	19.81
142.08	19.82
142.2	19.82
142.32	19.82
142.38	19.82
142.5	19.82
142.62	19.82
142.68	19.82
142.8	19.82
142.92	19.82
142.98	19.82
143.1	19.82
143.22	19.82
143.28	19.82
143.4	19.82
143.52	19.82
143.58	19.82
143.7	19.83
143.82	19.82
143.88	19.82
144.0	19.82
144.12	19.82
144.18	19.82
144.3	19.82
144.42	19.82
144.48	19.82
144.6	19.82
144.72	19.82
144.78	19.82
144.9	19.82
145.02	19.82
145.08	19.82
145.2	19.82
145.32	19.82
145.38	19.83
145.5	19.83
145.62	19.83
145.68	19.83
145.8	19.82
145.92	19.83
145.98	19.83
146.1	19.83
146.22	19.84
146.28	19.83
146.4	19.83
146.52	19.83
146.58	19.84
146.7	19.83
146.82	19.83
146.88	19.84
147.0	19.84
147.12	19.83
147.18	19.84
147.3	19.84
147.42	19.83
147.48	19.86
147.6	19.84
147.72	19.85
147.78	19.84
147.9	19.85
148.02	19.85
148.08	19.84
148.2	19.85
148.32	19.84
148.38	19.85
148.5	19.85
148.62	19.85
148.68	19.84
148.8	19.84
148.92	19.86
148.98	19.84
149.1	19.85
149.22	19.85
149.28	19.85
149.4	19.85
149.52	19.86
149.58	19.85
149.7	19.86
149.82	19.85
149.88	19.85
150.0	19.85
150.12	19.85
150.18	19.86
150.3	19.85
150.42	19.85
150.48	19.85
150.6	19.85
150.72	19.85
150.78	19.85
150.9	19.84
151.02	19.85
151.08	19.86
151.2	19.86
151.32	19.85
151.38	19.85
151.5	19.85
151.62	19.85
151.68	19.84
151.8	19.85
151.92	19.85
151.98	19.85
152.1	19.85
152.22	19.85
152.28	19.85
152.4	19.85
152.52	19.85
152.58	19.86
152.7	19.84
152.82	19.85
152.88	19.84
153.0	19.84
153.12	19.83
153.18	19.83
153.3	19.84
153.42	19.83
153.48	19.84
153.6	19.83
153.72	19.83
153.78	19.83
153.9	19.83
154.02	19.83
154.08	19.83
154.2	19.83
154.32	19.83
154.38	19.82
154.5	19.82
154.62	19.82
154.68	19.83
154.8	19.82
154.92	19.82
154.98	19.83
155.1	19.82
155.22	19.82
155.28	19.82
155.4	19.82
155.52	19.82
155.58	19.82
155.7	19.82
155.82	19.82
155.88	19.82
156.0	19.82
156.12	19.82
156.18	19.82
156.3	19.82
156.42	19.81
156.48	19.82
156.6	19.81
156.72	19.82
156.78	19.81
156.9	19.82
157.02	19.82
157.08	19.81
157.2	19.81
157.32	19.81
157.38	19.80
157.5	19.82
157.62	19.81
157.68	19.81
157.8	19.81
157.92	19.81
157.98	19.80
158.1	19.82
158.22	19.82
158.28	19.80
158.4	19.80
158.52	19.81
158.58	19.80
158.7	19.81
158.82	19.81
158.88	19.81
159.0	19.81
159.12	19.80
159.18	19.81
159.3	19.80
159.42	19.80
159.48	19.80
159.6	19.81
159.72	19.81
159.78	19.81
159.9	19.80
160.02	19.82
160.08	19.81
160.2	19.80
160.32	19.81
160.38	19.80
160.5	19.81
160.62	19.80
160.68	19.81
160.8	19.81
160.92	19.81
160.98	19.81
161.1	19.81
161.22	19.80
161.28	19.80
161.4	19.81
161.52	19.81
161.58	19.81
161.7	19.82
161.82	19.80
161.88	19.81
162.0	19.82
162.12	19.81
162.18	19.80
162.3	19.82
162.42	19.81
162.48	19.81
162.6	19.81
162.72	19.80
162.78	19.81
162.9	19.81
163.02	19.81
163.08	19.81
163.2	19.81
163.32	19.82
163.38	19.81
163.5	19.81
163.62	19.81
163.68	19.82
163.8	19.81
163.92	19.81
163.98	19.82
164.1	19.81
164.22	19.82
164.28	19.82
164.4	19.81
164.52	19.81
164.58	19.82
164.7	19.81
164.82	19.82
164.88	19.82
165.0	19.81
165.12	19.82
165.18	19.81
165.3	19.81
165.42	19.81
165.48	19.81
165.6	19.81
165.72	19.81
165.78	19.81
165.9	19.80
166.02	19.81
166.08	19.80
166.2	19.81
166.32	19.80
166.38	19.80
166.5	19.80
166.62	19.80
166.68	19.81
166.8	19.80
166.92	19.80
166.98	19.79
167.1	19.79
167.22	19.80
167.28	19.79
167.4	19.79
167.52	19.79
167.58	19.79
167.7	19.79
167.82	19.79
167.88	19.78
168.0	19.79
168.12	19.79
168.18	19.78
168.3	19.79
168.42	19.79
168.48	19.79
168.6	19.78
168.72	19.78
168.78	19.78
168.9	19.78
169.02	19.78
169.08	19.78
169.2	19.78
169.32	19.78
169.38	19.78
169.5	19.78
169.62	19.78
169.68	19.78
169.8	19.78
169.92	19.78
169.98	19.78
170.1	19.77
170.22	19.78
170.28	19.78
170.4	19.77
170.52	19.78
170.58	19.77
170.7	19.78
170.82	19.77
170.88	19.78
171.0	19.77
171.12	19.77
171.18	19.77
171.3	19.77
171.42	19.77
171.48	19.78
171.6	19.77
171.72	19.77
171.78	19.76
171.9	19.77
172.02	19.77
172.08	19.77
172.2	19.77
172.32	19.77
172.38	19.76
172.5	19.77
172.62	19.77
172.68	19.77
172.8	19.76
172.92	19.76
172.98	19.76
173.1	19.76
173.22	19.76
173.28	19.77
173.4	19.76
